Object Number,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Constituent ID,Artist Prefix,Artist Display Name,Artist Alpha Sort,Artist ULAN URL,Artist Wikidata URL,Culture,Period,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,_year_start,_year_end,Object Name,Title,Link Resource,Object Wikidata URL,Tags,Tags AAT URL,Tags Wikidata URL,Type,Decoration type,Female figures,Male figures,Myth,Record in MANTO,object_1,object_2,MANTO_result_1,MANTO_result_2,MANTO_result_3,MANTO_result_4,MANTO_result_5,MANTO_result_6
06.1070,True,247488.0,154.0,Greek and Roman Art,1906.0,4902.0,Attributed to the,Diosphos Painter,Diosphos Painter,http://vocab.getty.edu/page/ulan/500058361,https://www.wikidata.org/wiki/Q1227082,"Greek, Attic",Archaic,ca. 500 BCE,-500.0,-500.0,Terracotta,9 5/8in. (24.5cm),"Rogers Fund, 1906",-500.0,-500.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/247488,https://www.wikidata.org/wiki/Q116402361,Perseus|Medusa|Pegasus,http://vocab.getty.edu/page/ia/901000628|http://vocab.getty.edu/page/ia/901000543|http://vocab.getty.edu/page/ia/901000756,https://www.wikidata.org/wiki/Q130832|https://www.wikidata.org/wiki/Q160730|https://www.wikidata.org/wiki/Q162797,lekythos,,,,,,,,,,,,,
26.60.29,True,252496.0,171.0,Greek and Roman Art,1926.0,4929.0,Attributed to the,Acheloös Painter,Acheloös Painter,(not assigned),https://www.wikidata.org/wiki/Q943594,"Greek, Attic",Archaic,last quarter of 6th century BCE,-525.0,-500.0,Terracotta,H. 15 1/8 in. (38.4 cm),"Fletcher Fund, 1926",-525.0,-500.0,"Amphora, Type B",Terracotta amphora (jar),http://www.metmuseum.org/art/collection/search/252496,https://www.wikidata.org/wiki/Q116242537,Maenads|Donkeys|Satyrs,|http://vocab.getty.edu/page/aat/300265959|http://vocab.getty.edu/page/aat/300379732,https://www.wikidata.org/wiki/Q209599|https://www.wikidata.org/wiki/Q3537778|https://www.wikidata.org/wiki/Q163709,,,,,,,,,,,,,,
09.221.45,True,248183.0,,Greek and Roman Art,1909.0,,,,,,,"Greek, Attic",Archaic,last quarter of 6th century BCE,-525.0,-500.0,Terracotta,8 5/8in. (21.9cm),"Rogers Fund, 1909",-525.0,-500.0,Oinochoe,Oinochoe,http://www.metmuseum.org/art/collection/search/248183,,Animals|Human Figures,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q5937779,unknown,,,,,,,,,,,,,
41.162.239,True,254410.0,,Greek and Roman Art,1941.0,4936.0,Attributed to the,Doubleens Class,Doubleens Class,,,"Greek, Attic",Archaic,ca. 500 BCE,-500.0,-500.0,Terracotta,"Diameter: 6 7/8 × 5 1/2 × 4 1/16 in. (17.5 × 14 × 10.3 cm)
Height: 12 1/4 in. (31.1 cm)","Rogers Fund, 1941",-500.0,-500.0,Neck-amphora,Neck-amphora,http://www.metmuseum.org/art/collection/search/254410,,Men|Dionysus|Women|Shields|Dogs,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901001029|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300036869|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q41680|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q131559|https://www.wikidata.org/wiki/Q144,neck amphora,,,,,,,,,,,,,
07.286.72,True,247952.0,155.0,Greek and Roman Art,1907.0,,,,,,,"Greek, Attic",Archaic,ca. 500 BCE,-500.0,-500.0,Terracotta,"Overall: 10 1/2 x 6in. (26.7 x 15.3cm)
diameter  5 11/16in. (14.5cm)","Rogers Fund, 1907",-500.0,-500.0,Neck-pelike,Terracotta neck-pelike (wine jar),http://www.metmuseum.org/art/collection/search/247952,https://www.wikidata.org/wiki/Q116296006,Musical Instruments|Men|Singing|Flutes|Musicians,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300264372|http://vocab.getty.edu/page/aat/300042513|http://vocab.getty.edu/page/aat/300025666,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q27939|https://www.wikidata.org/wiki/Q11405|https://www.wikidata.org/wiki/Q639669,pelike,,,,,,,,,,,,,
27.228,True,252948.0,154.0,Greek and Roman Art,1927.0,,,,,,,"Greek, Attic",Archaic,late 6th century BCE,-550.0,-500.0,Terracotta,H. 27 3/4 in. (70.5 cm),"Funds from various donors, 1927",-550.0,-500.0,Loutrophoros,Terracotta loutrophoros (ceremonial vase for water),http://www.metmuseum.org/art/collection/search/252948,https://www.wikidata.org/wiki/Q29383846,Animals|Men|Women|Horses,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q726,loutrophoros,,,,,,,,,,,,,
74.51.364,True,239949.0,152.0,Greek and Roman Art,1874.0,,,,,,,"Greek, Corinthian",Late Corinthian,ca. 550 BCE,-599.0,-500.0,Terracotta,H. 5 3/4 in. (14.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",-599.0,-500.0,"Pyxis, inscribed",Terracotta pyxis (cosmetic box),http://www.metmuseum.org/art/collection/search/239949,https://www.wikidata.org/wiki/Q116297420,Birds|Heads|Sphinx|Cosmetic Containers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300375739|http://vocab.getty.edu/page/aat/300197583,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q151480|,pyxis,,,,,,,,,,,,,
10.210.18,True,248306.0,154.0,Greek and Roman Art,1910.0,4907.0,Attributed to,Oltos,Oltos,http://vocab.getty.edu/page/ulan/500011211,https://www.wikidata.org/wiki/Q1360826,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-500.0,Terracotta,Overall: 13 5/8 x 11in. (34.6 x 28cm),"Rogers Fund, 1910",-520.0,-500.0,Psykter,Terracotta psykter (vase for cooling wine),http://www.metmuseum.org/art/collection/search/248306,https://www.wikidata.org/wiki/Q116290108,Men|Athletes|Male Nudes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300236025|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2066131|https://www.wikidata.org/wiki/Q40446,psykter,,,,,,,,,,,,,
56.49.1,True,254848.0,171.0,Greek and Roman Art,1956.0,4928.0,Attributed to the,Edinburgh Painter,Edinburgh Painter,http://vocab.getty.edu/page/ulan/500069287,https://www.wikidata.org/wiki/Q1284686,"Greek, Attic",Archaic,ca. 500 BCE,-500.0,-500.0,Terracotta,H. 10 1/2 in. (26.7 cm); width of mouth  4 1/2 in. (11.4 cm),"Gift of El Conde de Lagunillas, 1956",-500.0,-500.0,Neck-amphora,Terracotta neck-amphora (jar),http://www.metmuseum.org/art/collection/search/254848,https://www.wikidata.org/wiki/Q116290155,Athletes|Musicians|Flutes|Men,http://vocab.getty.edu/page/aat/300236025|http://vocab.getty.edu/page/aat/300025666|http://vocab.getty.edu/page/aat/300042513|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q2066131|https://www.wikidata.org/wiki/Q639669|https://www.wikidata.org/wiki/Q11405|https://www.wikidata.org/wiki/Q8441,neck amphora,,,,,,,,,,,,,
10.210.19,True,248307.0,157.0,Greek and Roman Art,1910.0,4913.0,Attributed to the,Berlin Painter,Berlin Painter,http://vocab.getty.edu/page/ulan/500006931,https://www.wikidata.org/wiki/Q821647,"Greek, Attic",Classical,ca. 500 BCE,-500.0,-500.0,Terracotta,"H. 14 7/16 in. (36.6 cm)
diameter  12 1/4 in. (31.1 cm)","Rogers Fund, 1910",-500.0,-500.0,"Hydria, kalpis",Terracotta hydria: kalpis (water jar),http://www.metmuseum.org/art/collection/search/248307,https://www.wikidata.org/wiki/Q116290097,Shields|Achilles|Amazons,http://vocab.getty.edu/page/aat/300036869|http://vocab.getty.edu/page/ia/901000072|http://vocab.getty.edu/page/ia/901000212,https://www.wikidata.org/wiki/Q131559|https://www.wikidata.org/wiki/Q41746|https://www.wikidata.org/wiki/Q134154,kalpis,,,,,,,,,,,,,
2021.40.20,True,330005.0,,Greek and Roman Art,2021.0,,,,,,,"Greek, Attic",,end of the 6th century BCE,-520.0,-501.0,Terracotta,H. 9 cm x Diam. 6.5 cm (across rim),"Bequest of Nanette B. Kelekian, 2020",-520.0,-501.0,Lydion,Terracotta lydion (perfume jar),http://www.metmuseum.org/art/collection/search/330005,,Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729,unknown,,,,,,,,,,,,,
2021.40.35,True,330020.0,,Greek and Roman Art,2021.0,6807.0,,Attributed to the Cock Painter,"Cock Painter, Attributed to the",,,Greek,,last quarter of the 6th century BCE,-525.0,-501.0,Terracotta,H. 15.5 cm (6-1/8 in.),"Bequest of Nanette B. Kelekian, 2020",-525.0,-501.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/330020,,,,,lekythos,,,,,,,,,,,,,
46.92,True,254551.0,171.0,Greek and Roman Art,1946.0,,,,,,,"Greek, Attic",Archaic,ca. 510 BCE,-515.0,-505.0,Terracotta,"H. 40.3-40.5 cm.
Diameter 27.3 cm. 
","Gift of Mrs. Edward Robinson, 1946",-515.0,-505.0,Amphora,Terracotta neck-amphora (jar),http://www.metmuseum.org/art/collection/search/254551,https://www.wikidata.org/wiki/Q116404951,Men|Women|Triton|Herakles,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943| |http://vocab.getty.edu/page/ia/901000042,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q148030|https://www.wikidata.org/wiki/Q122248,neck amphora,,,,,,,,,,,,,
09.221.47,True,248203.0,171.0,Greek and Roman Art,1909.0,4915.0,Attributed to the,Euergides Painter,Euergides Painter,http://vocab.getty.edu/page/ulan/500023417,https://www.wikidata.org/wiki/Q89520234,"Greek, Attic",Archaic,ca. 510 BCE,-510.0,-510.0,Terracotta,"4 5/8in. (11.8cm)
Other: 13 5/16in. (33.8cm)","Rogers Fund, 1909",-510.0,-510.0,Kylix,Terracotta kylix (drinking cup),http://www.metmuseum.org/art/collection/search/248203,https://www.wikidata.org/wiki/Q116291717,Male Nudes|Athletes,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300236025,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q2066131,kylix,,,,,,,,,,,,,
91.1.463,True,245620.0,154.0,Greek and Roman Art,1891.0,,,,,,,"Greek, Attic",Archaic,ca. 510 BCE,-510.0,-510.0,Terracotta,"15 1/8 in. (38.4 cm)
Diameter: 10 1/4 in. × 4 7/8 in. (26 × 12.4 cm)
Mouth: 17.2 cm (6 3/4 in.)","Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",-510.0,-510.0,Neck-amphora,Terracotta neck-amphora (jar),http://www.metmuseum.org/art/collection/search/245620,https://www.wikidata.org/wiki/Q116290038,Soldiers|Shields,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300036869,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q131559,neck amphora,,,,,,,,,,,,,
56.171.23,True,254881.0,171.0,Greek and Roman Art,1956.0,,,,,,,"Greek, Attic",Archaic,ca. 510 BCE,-510.0,-510.0,Terracotta,"H. 16 1/8 in. (41 cm.)
Diameter of mouth  7 1/4 in. (18.4 cm.)
Diameter of foot  5 15/16 in. (15 cm.)","Fletcher Fund, 1956",-510.0,-510.0,Neck-amphora,Terracotta  neck-amphora (jar),http://www.metmuseum.org/art/collection/search/254881,https://www.wikidata.org/wiki/Q116290118,Herakles|Centaurs,http://vocab.getty.edu/page/ia/901000042|http://vocab.getty.edu/page/aat/300379740,https://www.wikidata.org/wiki/Q122248|https://www.wikidata.org/wiki/Q83203,neck amphora,,,,,,,,,,,,,
56.171.24,True,254882.0,171.0,Greek and Roman Art,1956.0,4939.0,Attributed to the,Class of Cabinet des Médailles 218,Class of Cabinet des Médailles 218,http://vocab.getty.edu/page/ulan/500116426,,"Greek, Attic",Archaic,ca. 510 BCE,-510.0,-510.0,Terracotta,H. 11 1/4 in. (28.5 cm); diameter of mouth  5 1/4 in. (13.3 cm); diameter of foot  3 3/8 in. (8.5 cm),"Fletcher Fund, 1956",-510.0,-510.0,Neck-amphora of Nicosthenic shape,Terracotta neck-amphora of Nicosthenic shape (jar),http://www.metmuseum.org/art/collection/search/254882,https://www.wikidata.org/wiki/Q116290110,Dionysus|Amazons|Satyrs|Shields|Herakles,http://vocab.getty.edu/page/ia/901001029|http://vocab.getty.edu/page/ia/901000212|http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300036869|http://vocab.getty.edu/page/ia/901000042,https://www.wikidata.org/wiki/Q41680|https://www.wikidata.org/wiki/Q134154|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q131559|https://www.wikidata.org/wiki/Q122248,neck amphora,,,,,,,,,,,,,
56.171.61,True,254920.0,157.0,Greek and Roman Art,1956.0,4941.0,Attributed to the,Palmette Eye-cups,Palmette Eye-cups,http://vocab.getty.edu/page/ulan/500433967,https://www.wikidata.org/wiki/Q89140425,"Greek, Attic",Archaic,ca. 510 BCE,-510.0,-510.0,Terracotta,"H. with handles  5 1/16 in. (12.8 cm)
H. of bowl  4 15/16 in. (12.6 cm)
diameter of bowl  13 1/8 in. (33.4 cm)
diameter of foot  4 13/16 in. (12.2 cm)","Fletcher Fund, 1956",-510.0,-510.0,"Kylix, eye-cup",Terracotta kylix (drinking cup),http://www.metmuseum.org/art/collection/search/254920,https://www.wikidata.org/wiki/Q47466664,Men|Female Nudes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q40446,kylix,,,,,,,,,,,,,
58.32,True,254983.0,155.0,Greek and Roman Art,1958.0,4916.0,Attributed to the,Lysippides Painter,Lysippides Painter,http://vocab.getty.edu/page/ulan/500012587,https://www.wikidata.org/wiki/Q1878978,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,H. 20 15/16 in. (53.2 cm),"Gift of Colonel and Mrs. Lewis Landes, 1958",-520.0,-510.0,"Amphora, Type A",Terracotta amphora (jar),http://www.metmuseum.org/art/collection/search/254983,https://www.wikidata.org/wiki/Q116405425,,,,,,,,,,,,,,,,,
16.70,True,249066.0,154.0,Greek and Roman Art,1916.0,,,,,,,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,H. 18 3/16 in. (46.2 cm),"Rogers Fund, 1916",-520.0,-510.0,Hydria,Terracotta hydria (water jar),http://www.metmuseum.org/art/collection/search/249066,https://www.wikidata.org/wiki/Q116293144,Triton|Maenads|Chariots,| |http://vocab.getty.edu/page/aat/300212699,https://www.wikidata.org/wiki/Q148030|https://www.wikidata.org/wiki/Q209599|https://www.wikidata.org/wiki/Q203788,hydria,,,,,,,,,,,,,
1981.11.10,True,255720.0,157.0,Greek and Roman Art,1981.0,4924.0,Signed by,Epiktetos,Epiktetos,http://vocab.getty.edu/page/ulan/500118919,https://www.wikidata.org/wiki/Q938972,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,Diam.: 7 3/8 in. (18.7 cm),"Purchase, The Bothmer Purchase Fund, and Schimmel Foundation Inc. and Christos G. Bastis Gifts, 1981",-520.0,-510.0,Plate,Terracotta plate,http://www.metmuseum.org/art/collection/search/255720,https://www.wikidata.org/wiki/Q42174058,Men|Roosters,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300380127,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2216236,unknown,,,,,,,,,,,,,
1985.11.10,True,255831.0,157.0,Greek and Roman Art,1985.0,4917.0,Attributed to or near,Psiax,Psiax,http://vocab.getty.edu/page/ulan/500010155,https://www.wikidata.org/wiki/Q1387942,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,"H. 4 13/16 in (12.2 cm)
width  8 1/8 in. (20.7 cm)
diameter  5 3/8 in. (13.6 cm)","The Bothmer Purchase Fund, 1985",-520.0,-510.0,Skyphos,Terracotta skyphos (deep drinking cup),http://www.metmuseum.org/art/collection/search/255831,https://www.wikidata.org/wiki/Q116290380,Satyrs,http://vocab.getty.edu/page/aat/300379732,https://www.wikidata.org/wiki/Q163709,skyphos,,,,,,,,,,,,,
56.171.29,True,254887.0,155.0,Greek and Roman Art,1956.0,4909.0,Attributed to the,Leagros Group,Leagros Group,http://vocab.getty.edu/page/ulan/500021673,https://www.wikidata.org/wiki/Q830436,"Greek, Attic",Archaic,ca. 510 BCE,-510.0,-510.0,Terracotta,"H. 21 5/16 in. (54.1 cm)
diameter of mouth  9 3/4 in. (24.8 cm)
diameter of foot  6 7/16 in. (16.3 cm)","Fletcher Fund, 1956",-510.0,-510.0,Hydria,Terracotta hydria (water jar),http://www.metmuseum.org/art/collection/search/254887,https://www.wikidata.org/wiki/Q116290234,Trojan War|Athena|Achilles|Horses|Chariots|Games|Ajax,http://vocab.getty.edu/page/ia/901000351|http://vocab.getty.edu/page/ia/901000069|http://vocab.getty.edu/page/ia/901000072|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300212699|http://vocab.getty.edu/page/aat/300069657|http://vocab.getty.edu/page/ia/901000663,https://www.wikidata.org/wiki/Q42937|https://www.wikidata.org/wiki/Q37122|https://www.wikidata.org/wiki/Q41746|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q203788|https://www.wikidata.org/wiki/Q11410|https://www.wikidata.org/wiki/Q172725,hydria,,,,,,,,,,,,,
64.11.1,True,255157.0,152.0,Greek and Roman Art,1964.0,5245.0,Attributed to the,Eagle Painter,Eagle Painter,http://vocab.getty.edu/page/ulan/500002948,https://www.wikidata.org/wiki/Q18670013,"Greek, Caeretan",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,"H. 16 3/4 in. (42.5 cm)
diameter of body  12 15/16 in. (32.8 cm)
diameter of lip  7 3/8 in. (18.8 cm)
diameter of foot  7 1/16 in. (18 cm)
width with handles  14 15/16 in. (38 cm)","Fletcher Fund, 1964",-520.0,-510.0,Hydria,Terracotta hydria (water jar),http://www.metmuseum.org/art/collection/search/255157,https://www.wikidata.org/wiki/Q116288807,Horses|Bulls|Leopards|Lions,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300250117|http://vocab.getty.edu/page/aat/300310390|http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q693690|https://www.wikidata.org/wiki/Q34706|https://www.wikidata.org/wiki/Q140,hydria,,,,,,,,,,,,,
64.11.12,True,255168.0,155.0,Greek and Roman Art,1964.0,4908.0,Attributed to the,Antimenes Painter,Antimenes Painter,http://vocab.getty.edu/page/ulan/500003458,https://www.wikidata.org/wiki/Q577906,"Greek, Attic",Archaic,ca. 525–510 BCE,-525.0,-510.0,Terracotta,"Overall: 14 7/8 x 10 3/16in. (37.8 x 25.8cm)
diameter of mouth  6 5/8in. (16.8cm)","Rogers Fund, 1964",-525.0,-510.0,Neck-amphora,Terracotta neck-amphora (jar),http://www.metmuseum.org/art/collection/search/255168,https://www.wikidata.org/wiki/Q116405584,,,,neck amphora,,,,,,,,,,,,,
1989.281.69,True,255946.0,154.0,Greek and Roman Art,1989.0,4907.0,Attributed to,Oltos,Oltos,http://vocab.getty.edu/page/ulan/500011211,https://www.wikidata.org/wiki/Q1360826,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,H. 11 7/8 in. (30.20 cm),"Gift of Norbert Schimmel Trust, 1989",-520.0,-510.0,Psykter,Terracotta psykter (vase for cooling wine),http://www.metmuseum.org/art/collection/search/255946,https://www.wikidata.org/wiki/Q116290018,Shields|Soldiers|Dolphins|Men,http://vocab.getty.edu/page/aat/300036869|http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300250159|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q131559|https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q7369|https://www.wikidata.org/wiki/Q8441,psykter,,,,,,,,,,,,,
22.139.30,True,251208.0,171.0,Greek and Roman Art,1922.0,4928.0,Attributed to the,Group of Vatican G.57,Group of Vatican G.57,http://vocab.getty.edu/page/ulan/500083295,,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,"3in. (7.6cm)
Other (height with handle): 5 3/16in. (13.2cm)
Other (height without handle): 3in. (7.6cm)","Rogers Fund, 1922",-520.0,-510.0,Kyathos,Terracotta kyathos (cup-shaped ladle),http://www.metmuseum.org/art/collection/search/251208,https://www.wikidata.org/wiki/Q116289450,Human Figures,http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5937779,,,,,,,,,,,,,,
1978.11.21,True,255631.0,157.0,Greek and Roman Art,1978.0,4924.0,Signed by,Epiktetos,Epiktetos,http://vocab.getty.edu/page/ulan/500118919,https://www.wikidata.org/wiki/Q938972,"Greek, Attic",Archaic,ca. 510 BCE,-510.0,-510.0,Terracotta,H. 2 3/8 in. (6.1 cm),"Purchase, Leon Levy Gift, 1978",-510.0,-510.0,Kylix,Terracotta kylix (drinking cup),http://www.metmuseum.org/art/collection/search/255631,https://www.wikidata.org/wiki/Q116406029,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,kylix,,,,,,,,,,,,,
67.44.1,True,255248.0,,Greek and Roman Art,1967.0,4943.0,Attributed to the,Pasikles Painter,Pasikles Painter,http://vocab.getty.edu/page/ulan/500071920,https://www.wikidata.org/wiki/Q112162134,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,16 7/16in. (41.7cm),"Gift of Christos G. Bastis, 1967",-520.0,-510.0,Neck-amphora,Neck-amphora,http://www.metmuseum.org/art/collection/search/255248,,Apollo|Herakles|Lyres|Men|Lions,http://vocab.getty.edu/page/ia/901000109|http://vocab.getty.edu/page/ia/901000042|http://vocab.getty.edu/page/aat/300042114|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q37340|https://www.wikidata.org/wiki/Q122248|https://www.wikidata.org/wiki/Q201129|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q140,neck amphora,,,,,,,,,,,,,
67.44.2,True,255249.0,154.0,Greek and Roman Art,1967.0,4913.0,Attributed to the,Eucharides Painter,Eucharides Painter,http://vocab.getty.edu/page/ulan/500027030,https://www.wikidata.org/wiki/Q1372152,"Greek, Attic",Archaic,ca. 510 BCE,-510.0,-510.0,Terracotta,H. 13 3/4 in. (35 cm),"Gift of Christos G. Bastis, 1967",-510.0,-510.0,"Hydria, kalpis",Terracotta hydria: kalpis (water jar),http://www.metmuseum.org/art/collection/search/255249,https://www.wikidata.org/wiki/Q116288148,Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,kalpis,,,,,,,,,,,,,
24.97.8,True,251470.0,155.0,Greek and Roman Art,1924.0,,,,,,,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,"H. of body  3 3/16 in. (8.1 cm)
H. with handle  6 1/16 in. (15.4 cm)","Fletcher Fund, 1924",-520.0,-510.0,Kyathos,Terracotta kyathos (cup-shaped ladle),http://www.metmuseum.org/art/collection/search/251470,https://www.wikidata.org/wiki/Q116403119,,,,,,,,,,,,,,,,,
06.1021.101,True,247267.0,155.0,Greek and Roman Art,1906.0,,,,,,,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,"H. 13 1/2 in. (34.3 cm)
diameter  13 1/8 in. (33.3 cm)","Rogers Fund, 1906",-520.0,-510.0,Column-krater,Terracotta column-krater (bowl for mixing wine and water),http://www.metmuseum.org/art/collection/search/247267,https://www.wikidata.org/wiki/Q116294762,Dionysus|Satyrs|Eyes,http://vocab.getty.edu/page/ia/901001029|http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300400484,https://www.wikidata.org/wiki/Q41680|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q7364,column krater,,,,,,,,,,,,,
1981.11.9,True,255719.0,157.0,Greek and Roman Art,1981.0,4925.0,,"Euthymides, Potter",Euthymides Potter,http://vocab.getty.edu/page/ulan/500115442,https://www.wikidata.org/wiki/Q560260,"Greek, Attic",Archaic,ca. 520–510 BCE,-520.0,-510.0,Terracotta,"H. 6 7/16 in. (16.3 cm)
diameter  6 7/8 in. (17.5 cm)","Purchase, The Bothmer Purchase Fund, and Leon Levy Gift, 1981 (1981.11.9)
Purchase, David L. Klein Jr. Memorial Foundation Inc., Jerome Levy Foundation, and Junior League of Bronxville Gifts, 1983 (1983.11.1)
Gift of Jonathan P. Rosen, 1987 (1987.181)",-520.0,-510.0,Oinochoe,Terracotta oinochoe (jug),http://www.metmuseum.org/art/collection/search/255719,https://www.wikidata.org/wiki/Q116292874,Paris,http://vocab.getty.edu/page/ia/901001347,https://www.wikidata.org/wiki/Q167646,unknown,,,,,,,,,,,,,
56.171.37,True,254895.0,155.0,Greek and Roman Art,1956.0,,,,,,,"Greek, Attic",Archaic,ca. 525–510 BCE,-525.0,-510.0,Terracotta,"H. 3 3/8 in. (8.5 cm)
diameter  3 9/16 in. (9 cm)","Fletcher Fund, 1956",-525.0,-510.0,"Kalathos, tumbler",Terracotta tumbler,http://www.metmuseum.org/art/collection/search/254895,https://www.wikidata.org/wiki/Q116289975,Men|Dancing,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300389779,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43393537,unknown,,,,,,,,,,,,,
56.171.31,True,254889.0,155.0,Greek and Roman Art,1956.0,,,,,,,"Greek, Attic",Archaic,ca. 510 BCE,-510.0,-510.0,Terracotta,"H. 13 15/16 in. (35.4 cm)
diameter of mouth  6 in. (15.2 cm)","Fletcher Fund, 1956",-510.0,-510.0,"Hydria, kalpis",Terracotta hydria: kalpis (water jar),http://www.metmuseum.org/art/collection/search/254889,https://www.wikidata.org/wiki/Q116290228,Horses|Chariots,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300212699,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q203788,kalpis,,,,,,,,,,,,,
